date,production_line,shift,shift_name,vehicle_model,planned_production_time_min,downtime_min,actual_production_time_min,expected_units,actual_units,good_units,defect_count,rework_count,scrap_count,target_cycle_time_min,actual_cycle_time_min,availability_pct,performance_pct,quality_pct,oee_score,primary_downtime_cause,operators_count,line_speed_units_per_hour
2025-10-24,Line_C,1,Morning,Citroen_C3,480,19.94,460.06,171,151,144,7,4,3,2.8,3.05,95.85,88.3,95.36,80.71,Quality_Issue,12,19.69
2025-10-24,Line_C,2,Afternoon,Citroen_C3,480,12.51,467.49,171,166,160,6,4,2,2.8,2.82,97.39,97.08,96.39,91.13,Maintenance_Preventive,8,21.31
2025-10-24,Line_C,3,Night,Citroen_C3,480,52.57,427.43,171,152,145,7,4,3,2.8,2.81,89.05,88.89,95.39,75.51,Quality_Issue,8,21.34
2025-10-24,Line_D,1,Morning,Opel_Corsa,480,109.89,370.11,184,127,125,2,1,1,2.6,2.91,77.11,69.02,98.43,52.38,Maintenance_Preventive,8,20.59
2025-10-24,Line_D,2,Afternoon,Opel_Corsa,480,107.71,372.29,184,136,131,5,3,2,2.6,2.74,77.56,73.91,96.32,55.22,Quality_Issue,8,21.92
2025-10-24,Line_D,3,Night,Opel_Corsa,480,44.97,435.03,184,167,161,6,4,2,2.6,2.6,90.63,90.76,96.41,79.3,Operator_Absence,9,23.03
2025-10-24,Line_E,1,Morning,Fiat_500,480,69.55,410.45,200,164,154,10,7,3,2.4,2.5,85.51,82.0,93.9,65.84,Equipment_Failure,8,23.97
2025-10-24,Line_E,2,Afternoon,Fiat_500,480,77.77,402.23,200,145,143,2,1,1,2.4,2.77,83.8,72.5,98.62,59.92,Quality_Issue,9,21.63
2025-10-24,Line_E,3,Night,Fiat_500,480,83.17,396.83,200,161,154,7,4,3,2.4,2.46,82.67,80.5,95.65,63.66,Quality_Issue,12,24.34
2025-10-27,Line_A,1,Morning,Peugeot_208,480,27.28,452.72,192,170,161,9,6,3,2.5,2.66,94.32,88.54,94.71,79.09,Setup_Changeover,12,22.53
2025-10-27,Line_A,2,Afternoon,Peugeot_208,480,5.77,474.23,192,167,153,14,9,5,2.5,2.84,98.8,86.98,91.62,78.73,Setup_Changeover,11,21.13
2025-10-27,Line_A,3,Night,Peugeot_208,480,36.96,443.04,192,149,140,9,6,3,2.5,2.97,92.3,77.6,93.96,67.3,Operator_Absence,12,20.18
2025-10-27,Line_B,1,Morning,Peugeot_308,480,21.11,458.89,160,142,139,3,2,1,3.0,3.23,95.6,88.75,97.89,83.05,Quality_Issue,12,18.57
2025-10-27,Line_B,2,Afternoon,Peugeot_308,480,68.32,411.68,160,132,122,10,7,3,3.0,3.12,85.77,82.5,92.42,65.4,Material_Shortage,10,19.24
2025-10-27,Line_B,3,Night,Peugeot_308,480,34.22,445.78,160,146,140,6,4,2,3.0,3.05,92.87,91.25,95.89,81.26,Maintenance_Preventive,10,19.65
2025-10-27,Line_C,1,Morning,Citroen_C3,480,11.8,468.2,171,153,149,4,2,2,2.8,3.06,97.54,89.47,97.39,84.99,Maintenance_Preventive,10,19.61
2025-10-27,Line_C,2,Afternoon,Citroen_C3,480,38.79,441.21,171,157,152,5,3,2,2.8,2.81,91.92,91.81,96.82,81.71,Equipment_Failure,9,21.35
2025-10-27,Line_C,3,Night,Citroen_C3,480,63.47,416.53,171,143,140,3,2,1,2.8,2.91,86.78,83.63,97.9,71.05,Operator_Absence,10,20.6
2025-10-27,Line_D,1,Morning,Opel_Corsa,480,40.64,439.36,184,161,156,5,3,2,2.6,2.73,91.53,87.5,96.89,77.6,Equipment_Failure,10,21.99
2025-10-27,Line_D,2,Afternoon,Opel_Corsa,480,43.39,436.61,184,161,155,6,4,2,2.6,2.71,90.96,87.5,96.27,76.62,Setup_Changeover,8,22.13
2025-10-27,Line_D,3,Night,Opel_Corsa,480,16.11,463.89,184,172,158,14,9,5,2.6,2.7,96.64,93.48,91.86,82.99,Equipment_Failure,12,22.25
2025-10-27,Line_E,1,Morning,Fiat_500,480,45.12,434.88,200,175,161,14,9,5,2.4,2.49,90.6,87.5,92.0,72.93,Quality_Issue,8,24.14
2025-10-27,Line_E,2,Afternoon,Fiat_500,480,23.6,456.4,200,190,183,7,4,3,2.4,2.4,95.08,95.0,96.32,87.0,Setup_Changeover,12,24.98
2025-10-27,Line_E,3,Night,Fiat_500,480,12.03,467.97,200,169,165,4,2,2,2.4,2.77,97.49,84.5,97.63,80.43,Maintenance_Preventive,12,21.67
2025-10-28,Line_A,1,Morning,Peugeot_208,480,83.01,396.99,192,158,155,3,2,1,2.5,2.51,82.71,82.29,98.1,66.77,Material_Shortage,9,23.88
2025-10-28,Line_A,2,Afternoon,Peugeot_208,480,28.31,451.69,192,180,180,0,0,0,2.5,2.51,94.1,93.75,100.0,88.22,Material_Shortage,8,23.91
2025-10-28,Line_A,3,Night,Peugeot_208,480,57.63,422.37,192,166,158,8,5,3,2.5,2.54,87.99,86.46,95.18,72.41,Maintenance_Preventive,10,23.58
2025-10-28,Line_B,1,Morning,Peugeot_308,480,37.31,442.69,160,133,132,1,0,1,3.0,3.33,92.23,83.12,99.25,76.09,Material_Shortage,9,18.03
2025-10-28,Line_B,2,Afternoon,Peugeot_308,480,62.81,417.19,160,125,118,7,4,3,3.0,3.34,86.91,78.12,94.4,64.1,Equipment_Failure,12,17.98
2025-10-28,Line_B,3,Night,Peugeot_308,480,29.39,450.61,160,150,141,9,6,3,3.0,3.0,93.88,93.75,94.0,82.73,Operator_Absence,10,19.97
2025-10-28,Line_C,1,Morning,Citroen_C3,480,34.54,445.46,171,152,142,10,7,3,2.8,2.93,92.8,88.89,93.42,77.07,Quality_Issue,12,20.47
2025-10-28,Line_C,2,Afternoon,Citroen_C3,480,27.79,452.21,171,151,144,7,4,3,2.8,2.99,94.21,88.3,95.36,79.34,Setup_Changeover,12,20.03
2025-10-28,Line_C,3,Night,Citroen_C3,480,101.99,378.01,171,119,117,2,1,1,2.8,3.18,78.75,69.59,98.32,53.88,Material_Shortage,8,18.89
2025-10-28,Line_D,1,Morning,Opel_Corsa,480,17.99,462.01,184,170,167,3,2,1,2.6,2.72,96.25,92.39,98.24,87.36,Maintenance_Preventive,10,22.08
2025-10-28,Line_D,2,Afternoon,Opel_Corsa,480,36.22,443.78,184,160,157,3,2,1,2.6,2.77,92.45,86.96,98.12,78.89,Setup_Changeover,8,21.63
2025-10-28,Line_D,3,Night,Opel_Corsa,480,109.56,370.44,184,142,141,1,0,1,2.6,2.61,77.18,77.17,99.3,59.14,Operator_Absence,12,23.0
2025-10-28,Line_E,1,Morning,Fiat_500,480,72.07,407.93,200,166,150,16,11,5,2.4,2.46,84.99,83.0,90.36,63.74,Maintenance_Preventive,10,24.42
2025-10-28,Line_E,2,Afternoon,Fiat_500,480,13.6,466.4,200,177,172,5,3,2,2.4,2.64,97.17,88.5,97.18,83.56,Material_Shortage,12,22.77
2025-10-28,Line_E,3,Night,Fiat_500,480,7.14,472.86,200,167,159,8,5,3,2.4,2.83,98.51,83.5,95.21,78.32,Maintenance_Preventive,10,21.19
2025-10-29,Line_A,1,Morning,Peugeot_208,480,97.54,382.46,192,146,144,2,1,1,2.5,2.62,79.68,76.04,98.63,59.76,Maintenance_Preventive,10,22.9
2025-10-29,Line_A,2,Afternoon,Peugeot_208,480,12.73,467.27,192,176,174,2,1,1,2.5,2.65,97.35,91.67,98.86,88.22,Quality_Issue,11,22.6
2025-10-29,Line_A,3,Night,Peugeot_208,480,12.4,467.6,192,172,171,1,0,1,2.5,2.72,97.42,89.58,99.42,86.76,Material_Shortage,8,22.07
2025-10-29,Line_B,1,Morning,Peugeot_308,480,27.85,452.15,160,144,141,3,2,1,3.0,3.14,94.2,90.0,97.92,83.01,Setup_Changeover,11,19.11
2025-10-29,Line_B,2,Afternoon,Peugeot_308,480,38.06,441.94,160,132,130,2,1,1,3.0,3.35,92.07,82.5,98.48,74.81,Material_Shortage,8,17.92
2025-10-29,Line_B,3,Night,Peugeot_308,480,48.25,431.75,160,139,132,7,4,3,3.0,3.11,89.95,86.88,94.96,74.21,Setup_Changeover,10,19.32
2025-10-29,Line_C,1,Morning,Citroen_C3,480,17.43,462.57,171,165,159,6,4,2,2.8,2.8,96.37,96.49,96.36,89.61,Maintenance_Preventive,10,21.4
2025-10-29,Line_C,2,Afternoon,Citroen_C3,480,21.76,458.24,171,149,148,1,0,1,2.8,3.08,95.47,87.13,99.33,82.63,Maintenance_Preventive,11,19.51
2025-10-29,Line_C,3,Night,Citroen_C3,480,27.85,452.15,171,155,150,5,3,2,2.8,2.92,94.2,90.64,96.77,82.63,Quality_Issue,11,20.57
2025-10-29,Line_D,1,Morning,Opel_Corsa,480,28.98,451.02,184,153,149,4,2,2,2.6,2.95,93.96,83.15,97.39,76.09,Quality_Issue,8,20.35
2025-10-29,Line_D,2,Afternoon,Opel_Corsa,480,41.6,438.4,184,160,153,7,4,3,2.6,2.74,91.33,86.96,95.62,75.95,Setup_Changeover,8,21.9
2025-10-29,Line_D,3,Night,Opel_Corsa,480,12.47,467.53,184,176,173,3,2,1,2.6,2.66,97.4,95.65,98.3,91.58,Operator_Absence,9,22.59
2025-10-29,Line_E,1,Morning,Fiat_500,480,13.89,466.11,200,183,177,6,4,2,2.4,2.55,97.11,91.5,96.72,85.94,Quality_Issue,8,23.56
2025-10-29,Line_E,2,Afternoon,Fiat_500,480,14.9,465.1,200,181,175,6,4,2,2.4,2.57,96.9,90.5,96.69,84.78,Material_Shortage,12,23.35
2025-10-29,Line_E,3,Night,Fiat_500,480,7.34,472.66,200,196,196,0,0,0,2.4,2.41,98.47,98.0,100.0,96.5,Quality_Issue,9,24.88
2025-10-30,Line_A,1,Morning,Peugeot_208,480,7.79,472.21,192,177,164,13,9,4,2.5,2.67,98.38,92.19,92.66,84.03,Equipment_Failure,9,22.49
2025-10-30,Line_A,2,Afternoon,Peugeot_208,480,28.09,451.91,192,170,167,3,2,1,2.5,2.66,94.15,88.54,98.24,81.89,Setup_Changeover,10,22.57
2025-10-30,Line_A,3,Night,Peugeot_208,480,37.88,442.12,192,173,173,0,0,0,2.5,2.56,92.11,90.1,100.0,82.99,Material_Shortage,8,23.48
2025-10-30,Line_B,1,Morning,Peugeot_308,480,8.28,471.72,160,149,146,3,2,1,3.0,3.17,98.28,93.12,97.99,89.68,Material_Shortage,9,18.95
2025-10-30,Line_B,2,Afternoon,Peugeot_308,480,65.68,414.32,160,129,119,10,7,3,3.0,3.21,86.32,80.62,92.25,64.2,Operator_Absence,9,18.68
2025-10-30,Line_B,3,Night,Peugeot_308,480,31.1,448.9,160,149,140,9,6,3,3.0,3.01,93.52,93.12,93.96,81.83,Operator_Absence,8,19.92
2025-10-30,Line_C,1,Morning,Citroen_C3,480,25.62,454.38,171,148,144,4,2,2,2.8,3.07,94.66,86.55,97.3,79.72,Material_Shortage,12,19.54
2025-10-30,Line_C,2,Afternoon,Citroen_C3,480,29.88,450.12,171,149,148,1,0,1,2.8,3.02,93.77,87.13,99.33,81.16,Equipment_Failure,12,19.86
2025-10-30,Line_C,3,Night,Citroen_C3,480,12.95,467.05,171,162,153,9,6,3,2.8,2.88,97.3,94.74,94.44,87.06,Operator_Absence,9,20.81
2025-10-30,Line_D,1,Morning,Opel_Corsa,480,44.5,435.5,184,167,163,4,2,2,2.6,2.61,90.73,90.76,97.6,80.37,Maintenance_Preventive,9,23.01
2025-10-30,Line_D,2,Afternoon,Opel_Corsa,480,40.14,439.86,184,169,159,10,7,3,2.6,2.6,91.64,91.85,94.08,79.19,Maintenance_Preventive,11,23.05
2025-10-30,Line_D,3,Night,Opel_Corsa,480,18.16,461.84,184,171,168,3,2,1,2.6,2.7,96.22,92.93,98.25,87.85,Setup_Changeover,9,22.22
2025-10-30,Line_E,1,Morning,Fiat_500,480,20.96,459.04,200,179,178,1,0,1,2.4,2.56,95.63,89.5,99.44,85.11,Operator_Absence,10,23.4
2025-10-30,Line_E,2,Afternoon,Fiat_500,480,44.98,435.02,200,164,158,6,4,2,2.4,2.65,90.63,82.0,96.34,71.6,Equipment_Failure,9,22.62
2025-10-30,Line_E,3,Night,Fiat_500,480,38.23,441.77,200,162,156,6,4,2,2.4,2.73,92.04,81.0,96.3,71.79,Material_Shortage,9,22.0
2025-10-31,Line_A,1,Morning,Peugeot_208,480,29.43,450.57,192,157,152,5,3,2,2.5,2.87,93.87,81.77,96.82,74.31,Operator_Absence,8,20.91
2025-10-31,Line_A,2,Afternoon,Peugeot_208,480,43.27,436.73,192,150,145,5,3,2,2.5,2.91,90.99,78.12,96.67,68.71,Equipment_Failure,8,20.61
2025-10-31,Line_A,3,Night,Peugeot_208,480,31.37,448.63,192,170,164,6,4,2,2.5,2.64,93.46,88.54,96.47,79.83,Equipment_Failure,9,22.74
2025-10-31,Line_B,1,Morning,Peugeot_308,480,73.28,406.72,160,131,128,3,2,1,3.0,3.1,84.73,81.88,97.71,67.79,Maintenance_Preventive,11,19.33
2025-10-31,Line_B,2,Afternoon,Peugeot_308,480,6.12,473.88,160,141,134,7,4,3,3.0,3.36,98.72,88.12,95.04,82.68,Material_Shortage,10,17.85
2025-10-31,Line_B,3,Night,Peugeot_308,480,100.76,379.24,160,117,117,0,0,0,3.0,3.24,79.01,73.12,100.0,57.77,Maintenance_Preventive,9,18.51
2025-10-31,Line_C,1,Morning,Citroen_C3,480,55.08,424.92,171,139,137,2,1,1,2.8,3.06,88.52,81.29,98.56,70.92,Setup_Changeover,9,19.63
2025-10-31,Line_C,2,Afternoon,Citroen_C3,480,68.33,411.67,171,147,136,11,7,4,2.8,2.8,85.76,85.96,92.52,68.21,Equipment_Failure,10,21.42
2025-10-31,Line_C,3,Night,Citroen_C3,480,33.15,446.85,171,159,153,6,4,2,2.8,2.81,93.09,92.98,96.23,83.29,Material_Shortage,8,21.35
2025-10-31,Line_D,1,Morning,Opel_Corsa,480,30.76,449.24,184,172,168,4,2,2,2.6,2.61,93.59,93.48,97.67,85.45,Material_Shortage,10,22.97
2025-10-31,Line_D,2,Afternoon,Opel_Corsa,480,40.82,439.18,184,148,147,1,0,1,2.6,2.97,91.5,80.43,99.32,73.1,Operator_Absence,12,20.22
2025-10-31,Line_D,3,Night,Opel_Corsa,480,31.99,448.01,184,155,140,15,10,5,2.6,2.89,93.34,84.24,90.32,71.02,Equipment_Failure,12,20.76
2025-10-31,Line_E,1,Morning,Fiat_500,480,6.42,473.58,200,175,167,8,5,3,2.4,2.71,98.66,87.5,95.43,82.38,Material_Shortage,8,22.17
2025-10-31,Line_E,2,Afternoon,Fiat_500,480,17.02,462.98,200,167,164,3,2,1,2.4,2.77,96.45,83.5,98.2,79.09,Setup_Changeover,10,21.64
2025-10-31,Line_E,3,Night,Fiat_500,480,12.08,467.92,200,184,178,6,4,2,2.4,2.54,97.48,92.0,96.74,86.76,Maintenance_Preventive,12,23.59
2025-11-03,Line_A,1,Morning,Peugeot_208,480,20.78,459.22,192,178,170,8,5,3,2.5,2.58,95.67,92.71,95.51,84.71,Material_Shortage,8,23.26
2025-11-03,Line_A,2,Afternoon,Peugeot_208,480,14.43,465.57,192,168,164,4,2,2,2.5,2.77,96.99,87.5,97.62,82.85,Setup_Changeover,12,21.65
2025-11-03,Line_A,3,Night,Peugeot_208,480,122.32,357.68,192,133,130,3,2,1,2.5,2.69,74.52,69.27,97.74,50.45,Equipment_Failure,10,22.31
2025-11-03,Line_B,1,Morning,Peugeot_308,480,32.42,447.58,160,133,126,7,4,3,3.0,3.37,93.25,83.12,94.74,73.43,Operator_Absence,10,17.83
2025-11-03,Line_B,2,Afternoon,Peugeot_308,480,31.58,448.42,160,145,141,4,2,2,3.0,3.09,93.42,90.62,97.24,82.33,Equipment_Failure,12,19.4
2025-11-03,Line_B,3,Night,Peugeot_308,480,14.52,465.48,160,151,143,8,5,3,3.0,3.08,96.97,94.38,94.7,86.67,Quality_Issue,8,19.46
2025-11-03,Line_C,1,Morning,Citroen_C3,480,15.96,464.04,171,150,144,6,4,2,2.8,3.09,96.67,87.72,96.0,81.41,Equipment_Failure,12,19.39
2025-11-03,Line_C,2,Afternoon,Citroen_C3,480,23.64,456.36,171,156,154,2,1,1,2.8,2.93,95.08,91.23,98.72,85.62,Maintenance_Preventive,10,20.51
2025-11-03,Line_C,3,Night,Citroen_C3,480,55.11,424.89,171,151,136,15,10,5,2.8,2.81,88.52,88.3,90.07,70.4,Setup_Changeover,11,21.32
2025-11-03,Line_D,1,Morning,Opel_Corsa,480,86.93,393.07,184,144,141,3,2,1,2.6,2.73,81.89,78.26,97.92,62.75,Setup_Changeover,12,21.98
2025-11-03,Line_D,2,Afternoon,Opel_Corsa,480,37.88,442.12,184,170,167,3,2,1,2.6,2.6,92.11,92.39,98.24,83.6,Quality_Issue,9,23.07
2025-11-03,Line_D,3,Night,Opel_Corsa,480,43.86,436.14,184,153,150,3,2,1,2.6,2.85,90.86,83.15,98.04,74.07,Material_Shortage,11,21.05
2025-11-03,Line_E,1,Morning,Fiat_500,480,21.14,458.86,200,191,191,0,0,0,2.4,2.4,95.6,95.5,100.0,91.29,Setup_Changeover,10,24.97
2025-11-03,Line_E,2,Afternoon,Fiat_500,480,66.95,413.05,200,168,163,5,3,2,2.4,2.46,86.05,84.0,97.02,70.13,Quality_Issue,10,24.4
2025-11-03,Line_E,3,Night,Fiat_500,480,23.19,456.81,200,190,184,6,4,2,2.4,2.4,95.17,95.0,96.84,87.56,Operator_Absence,8,24.96
2025-11-04,Line_A,1,Morning,Peugeot_208,480,18.22,461.78,192,170,168,2,1,1,2.5,2.72,96.2,88.54,98.82,84.18,Operator_Absence,10,22.09
2025-11-04,Line_A,2,Afternoon,Peugeot_208,480,29.29,450.71,192,180,173,7,4,3,2.5,2.5,93.9,93.75,96.11,84.61,Quality_Issue,10,23.96
2025-11-04,Line_A,3,Night,Peugeot_208,480,12.76,467.24,192,175,164,11,7,4,2.5,2.67,97.34,91.15,93.71,83.15,Operator_Absence,11,22.47
2025-11-04,Line_B,1,Morning,Peugeot_308,480,28.96,451.04,160,140,135,5,3,2,3.0,3.22,93.97,87.5,96.43,79.28,Material_Shortage,11,18.62
2025-11-04,Line_B,2,Afternoon,Peugeot_308,480,19.57,460.43,160,130,130,0,0,0,3.0,3.54,95.92,81.25,100.0,77.94,Operator_Absence,10,16.94
2025-11-04,Line_B,3,Night,Peugeot_308,480,13.62,466.38,160,143,139,4,2,2,3.0,3.26,97.16,89.38,97.2,84.41,Quality_Issue,9,18.4
2025-11-04,Line_C,1,Morning,Citroen_C3,480,42.89,437.11,171,156,146,10,7,3,2.8,2.8,91.06,91.23,93.59,77.75,Maintenance_Preventive,11,21.41
2025-11-04,Line_C,2,Afternoon,Citroen_C3,480,11.27,468.73,171,161,148,13,9,4,2.8,2.91,97.65,94.15,91.93,84.52,Operator_Absence,11,20.61
2025-11-04,Line_C,3,Night,Citroen_C3,480,23.99,456.01,171,158,144,14,9,5,2.8,2.89,95.0,92.4,91.14,80.0,Operator_Absence,9,20.79
2025-11-04,Line_D,1,Morning,Opel_Corsa,480,11.73,468.27,184,164,152,12,8,4,2.6,2.86,97.56,89.13,92.68,80.59,Quality_Issue,12,21.01
2025-11-04,Line_D,2,Afternoon,Opel_Corsa,480,48.06,431.94,184,163,156,7,4,3,2.6,2.65,89.99,88.59,95.71,76.29,Material_Shortage,11,22.64
2025-11-04,Line_D,3,Night,Opel_Corsa,480,34.53,445.47,184,154,148,6,4,2,2.6,2.89,92.81,83.7,96.1,74.65,Quality_Issue,8,20.74
2025-11-04,Line_E,1,Morning,Fiat_500,480,21.54,458.46,200,172,166,6,4,2,2.4,2.67,95.51,86.0,96.51,79.28,Material_Shortage,10,22.51
2025-11-04,Line_E,2,Afternoon,Fiat_500,480,36.31,443.69,200,173,163,10,7,3,2.4,2.56,92.44,86.5,94.22,75.33,Maintenance_Preventive,11,23.39
2025-11-04,Line_E,3,Night,Fiat_500,480,42.89,437.11,200,167,161,6,4,2,2.4,2.62,91.06,83.5,96.41,73.31,Quality_Issue,12,22.92
2025-11-05,Line_A,1,Morning,Peugeot_208,480,50.5,429.5,192,149,139,10,7,3,2.5,2.88,89.48,77.6,93.29,64.78,Operator_Absence,10,20.81
2025-11-05,Line_A,2,Afternoon,Peugeot_208,480,39.38,440.62,192,175,170,5,3,2,2.5,2.52,91.8,91.15,97.14,81.28,Equipment_Failure,11,23.83
2025-11-05,Line_A,3,Night,Peugeot_208,480,40.45,439.55,192,175,167,8,5,3,2.5,2.51,91.57,91.15,95.43,79.65,Equipment_Failure,9,23.89
2025-11-05,Line_B,1,Morning,Peugeot_308,480,30.49,449.51,160,147,143,4,2,2,3.0,3.06,93.65,91.88,97.28,83.7,Quality_Issue,11,19.62
2025-11-05,Line_B,2,Afternoon,Peugeot_308,480,14.35,465.65,160,133,126,7,4,3,3.0,3.5,97.01,83.12,94.74,76.4,Operator_Absence,9,17.14
2025-11-05,Line_B,3,Night,Peugeot_308,480,75.88,404.12,160,134,127,7,4,3,3.0,3.02,84.19,83.75,94.78,66.83,Operator_Absence,8,19.9
2025-11-05,Line_C,1,Morning,Citroen_C3,480,21.75,458.25,171,155,141,14,9,5,2.8,2.96,95.47,90.64,90.97,78.72,Material_Shortage,12,20.29
2025-11-05,Line_C,2,Afternoon,Citroen_C3,480,21.6,458.4,171,153,153,0,0,0,2.8,3.0,95.5,89.47,100.0,85.45,Operator_Absence,12,20.03
2025-11-05,Line_C,3,Night,Citroen_C3,480,57.06,422.94,171,141,139,2,1,1,2.8,3.0,88.11,82.46,98.58,71.62,Material_Shortage,8,20.0
2025-11-05,Line_D,1,Morning,Opel_Corsa,480,14.66,465.34,184,168,164,4,2,2,2.6,2.77,96.95,91.3,97.62,86.41,Maintenance_Preventive,10,21.66
2025-11-05,Line_D,2,Afternoon,Opel_Corsa,480,27.42,452.58,184,159,158,1,0,1,2.6,2.85,94.29,86.41,99.37,80.96,Maintenance_Preventive,9,21.08
2025-11-05,Line_D,3,Night,Opel_Corsa,480,33.19,446.81,184,171,167,4,2,2,2.6,2.61,93.09,92.93,97.66,84.49,Maintenance_Preventive,8,22.96
2025-11-05,Line_E,1,Morning,Fiat_500,480,27.95,452.05,200,188,176,12,8,4,2.4,2.4,94.18,94.0,93.62,82.88,Setup_Changeover,9,24.95
2025-11-05,Line_E,2,Afternoon,Fiat_500,480,1.98,478.02,200,199,195,4,2,2,2.4,2.4,99.59,99.5,97.99,97.1,Equipment_Failure,12,24.98
2025-11-05,Line_E,3,Night,Fiat_500,480,19.21,460.79,200,171,155,16,11,5,2.4,2.69,96.0,85.5,90.64,74.4,Setup_Changeover,11,22.27
2025-11-06,Line_A,1,Morning,Peugeot_208,480,49.18,430.82,192,164,162,2,1,1,2.5,2.63,89.75,85.42,98.78,75.73,Equipment_Failure,12,22.84
2025-11-06,Line_A,2,Afternoon,Peugeot_208,480,24.36,455.64,192,168,161,7,4,3,2.5,2.71,94.92,87.5,95.83,79.6,Maintenance_Preventive,11,22.12
2025-11-06,Line_A,3,Night,Peugeot_208,480,64.46,415.54,192,161,147,14,9,5,2.5,2.58,86.57,83.85,91.3,66.28,Equipment_Failure,11,23.25
2025-11-06,Line_B,1,Morning,Peugeot_308,480,47.36,432.64,160,144,139,5,3,2,3.0,3.0,90.13,90.0,96.53,78.3,Maintenance_Preventive,9,19.97
2025-11-06,Line_B,2,Afternoon,Peugeot_308,480,13.84,466.16,160,155,146,9,6,3,3.0,3.01,97.12,96.88,94.19,88.62,Operator_Absence,8,19.95
2025-11-06,Line_B,3,Night,Peugeot_308,480,23.81,456.19,160,142,132,10,7,3,3.0,3.21,95.04,88.75,92.96,78.41,Setup_Changeover,11,18.68
2025-11-06,Line_C,1,Morning,Citroen_C3,480,22.0,458.0,171,154,152,2,1,1,2.8,2.97,95.42,90.06,98.7,84.81,Maintenance_Preventive,9,20.17
2025-11-06,Line_C,2,Afternoon,Citroen_C3,480,71.15,408.85,171,138,133,5,3,2,2.8,2.96,85.18,80.7,96.38,66.25,Operator_Absence,12,20.25
2025-11-06,Line_C,3,Night,Citroen_C3,480,11.63,468.37,171,158,149,9,6,3,2.8,2.96,97.58,92.4,94.3,85.02,Equipment_Failure,8,20.24
2025-11-06,Line_D,1,Morning,Opel_Corsa,480,21.27,458.73,184,165,151,14,9,5,2.6,2.78,95.57,89.67,91.52,78.43,Quality_Issue,9,21.58
2025-11-06,Line_D,2,Afternoon,Opel_Corsa,480,34.16,445.84000000000003,184,149,148,1,0,1,2.6,2.99,92.88,80.98,99.33,74.71,Setup_Changeover,11,20.05
2025-11-06,Line_D,3,Night,Opel_Corsa,480,42.74,437.26,184,165,154,11,7,4,2.6,2.65,91.1,89.67,93.33,76.24,Maintenance_Preventive,11,22.64
2025-11-06,Line_E,1,Morning,Fiat_500,480,11.61,468.39,200,173,170,3,2,1,2.4,2.71,97.58,86.5,98.27,82.94,Operator_Absence,12,22.16
2025-11-06,Line_E,2,Afternoon,Fiat_500,480,42.46,437.54,200,182,180,2,1,1,2.4,2.4,91.15,91.0,98.9,82.04,Quality_Issue,12,24.96
2025-11-06,Line_E,3,Night,Fiat_500,480,62.37,417.63,200,161,160,1,0,1,2.4,2.59,87.01,80.5,99.38,69.61,Material_Shortage,11,23.13
2025-11-07,Line_A,1,Morning,Peugeot_208,480,34.78,445.22,192,173,169,4,2,2,2.5,2.57,92.75,90.1,97.69,81.64,Quality_Issue,12,23.31
2025-11-07,Line_A,2,Afternoon,Peugeot_208,480,26.06,453.94,192,161,151,10,7,3,2.5,2.82,94.57,83.85,93.79,74.38,Equipment_Failure,12,21.28
2025-11-07,Line_A,3,Night,Peugeot_208,480,17.24,462.76,192,169,157,12,8,4,2.5,2.74,96.41,88.02,92.9,78.83,Equipment_Failure,9,21.91
2025-11-07,Line_B,1,Morning,Peugeot_308,480,55.98,424.02,160,131,125,6,4,2,3.0,3.24,88.34,81.88,95.42,69.01,Operator_Absence,11,18.54
2025-11-07,Line_B,2,Afternoon,Peugeot_308,480,21.41,458.59,160,152,149,3,2,1,3.0,3.02,95.54,95.0,98.03,88.97,Equipment_Failure,10,19.89
2025-11-07,Line_B,3,Night,Peugeot_308,480,113.7,366.3,160,114,112,2,1,1,3.0,3.21,76.31,71.25,98.25,53.42,Maintenance_Preventive,10,18.67
2025-11-07,Line_C,1,Morning,Citroen_C3,480,14.72,465.28,171,165,162,3,2,1,2.8,2.82,96.93,96.49,98.18,91.83,Quality_Issue,11,21.28
2025-11-07,Line_C,2,Afternoon,Citroen_C3,480,36.36,443.64,171,156,149,7,4,3,2.8,2.84,92.42,91.23,95.51,80.53,Operator_Absence,9,21.1
2025-11-07,Line_C,3,Night,Citroen_C3,480,43.26,436.74,171,155,152,3,2,1,2.8,2.82,90.99,90.64,98.06,80.88,Material_Shortage,11,21.29
2025-11-07,Line_D,1,Morning,Opel_Corsa,480,24.7,455.3,184,161,161,0,0,0,2.6,2.83,94.85,87.5,100.0,83.0,Setup_Changeover,10,21.22
2025-11-07,Line_D,2,Afternoon,Opel_Corsa,480,46.07,433.93,184,166,161,5,3,2,2.6,2.61,90.4,90.22,96.99,79.1,Maintenance_Preventive,10,22.95
2025-11-07,Line_D,3,Night,Opel_Corsa,480,70.53,409.47,184,144,134,10,7,3,2.6,2.84,85.31,78.26,93.06,62.13,Material_Shortage,10,21.1
2025-11-07,Line_E,1,Morning,Fiat_500,480,39.43,440.57,200,163,163,0,0,0,2.4,2.7,91.79,81.5,100.0,74.81,Quality_Issue,8,22.2
2025-11-07,Line_E,2,Afternoon,Fiat_500,480,25.15,454.85,200,189,174,15,10,5,2.4,2.41,94.76,94.5,92.06,82.44,Maintenance_Preventive,9,24.93
